Word Length,Fraction Length,Rank,MSE (Quant SVD) - Layer 1,MSE (Iterative Quant SVD) - Layer 1,Delta MSE (Quant - Iterative Quant SVD) - Layer 1,MSE (Quant SVD) - Layer 2,MSE (Iterative Quant SVD) - Layer 2,Delta MSE (Quant - Iterative Quant SVD) - Layer 2,MSE (Quant SVD) - Layer 3,MSE (Iterative Quant SVD) - Layer 3,Delta MSE (Quant - Iterative Quant SVD) - Layer 3,MSE (Quant SVD) - Layer 4,MSE (Iterative Quant SVD) - Layer 4,Delta MSE (Quant - Iterative Quant SVD) - Layer 4,MSE (Quant SVD) - Layer 5,MSE (Iterative Quant SVD) - Layer 5,Delta MSE (Quant - Iterative Quant SVD) - Layer 5,MSE (Quant SVD) - Layer 6,MSE (Iterative Quant SVD) - Layer 6,Delta MSE (Quant - Iterative Quant SVD) - Layer 6,Compression Ratio
16,10,100,0.0012407539179548621,0.0012407535687088966,3.4924596548080444e-10,0.0008943219436332583,0.0008943217690102756,1.7462298274040222e-10,0.0010312477825209498,0.0010312477825209498,0.0,0.0011177478590980172,0.0011177480919286609,-2.3283064365386963e-10,0.0011630926746875048,0.001163092558272183,1.1641532182693481e-10,0.00108828186057508,0.0010882816277444363,2.3283064365386963e-10,5.12
6,5,150,0.0008856657659634948,0.0008856423664838076,2.3399479687213898e-08,0.0006701722741127014,0.0006702237296849489,-5.145557224750519e-08,0.0007569368463009596,0.0007569779409095645,-4.109460860490799e-08,0.0008212445536628366,0.0008211982203647494,4.6333298087120056e-08,0.0008400212973356247,0.0008400622755289078,-4.0978193283081055e-08,0.0008024927228689194,0.0008024211274459958,7.159542292356491e-08,9.102222222222222
6,4,150,0.0012693979078903794,0.0012693493627011776,4.854518920183182e-08,0.0009873108938336372,0.0009874309180304408,-1.200241968035698e-07,0.001091269077733159,0.001091120531782508,1.4854595065116882e-07,0.001210686401464045,0.0012106942012906075,-7.799826562404633e-09,0.0012282077223062515,0.0012281853705644608,2.2351741790771484e-08,0.0012143828207626939,0.0012143802596256137,2.561137080192566e-09,9.102222222222222
6,3,150,0.0025256979279220104,0.0025254618376493454,2.360902726650238e-07,0.0020433147437870502,0.0020438763312995434,-5.615875124931335e-07,0.0022559859789907932,0.0022564451210200787,-4.591420292854309e-07,0.002524932147935033,0.0025259011890739202,-9.690411388874054e-07,0.002600541338324547,0.002599980216473341,5.611218512058258e-07,0.002639404498040676,0.002640888560563326,-1.484062522649765e-06,9.102222222222222
6,2,150,0.003447094699367881,0.003447120077908039,-2.537854015827179e-08,0.002447334583848715,0.0024471613578498363,1.73225998878479e-07,0.0027201236225664616,0.0027200139593333006,1.096632331609726e-07,0.0031348250340670347,0.0031352832447737455,-4.5821070671081543e-07,0.0032157793175429106,0.003215897362679243,-1.180451363325119e-07,0.0033163069747388363,0.0033170960377901793,-7.890630513429642e-07,9.102222222222222
6,1,150,0.0032667124178260565,0.0032667124178260565,0.0,0.0024483422748744488,0.0024483422748744488,0.0,0.0026424608658999205,0.0026424608658999205,0.0,0.003153843805193901,0.003153843805193901,0.0,0.0031458146404474974,0.0031458146404474974,0.0,0.003285939572378993,0.003285939572378993,0.0,9.102222222222222
8,7,150,0.0007651969790458679,0.0007651913911104202,5.587935447692871e-09,0.0005725767114199698,0.0005725778173655272,-1.1059455573558807e-09,0.0006560827605426311,0.0006560810725204647,1.6880221664905548e-09,0.000702513731084764,0.0007025098311714828,3.899913281202316e-09,0.0007218601531349123,0.0007218591636046767,9.89530235528946e-10,0.0006777478847652674,0.000677750154864043,-2.270098775625229e-09,6.826666666666667
8,6,150,0.0007892876747064292,0.000789260899182409,2.6775524020195007e-08,0.0005908096209168434,0.0005908002494834363,9.371433407068253e-09,0.0006761322147212923,0.0006761475233361125,-1.5308614820241928e-08,0.0007247313624247909,0.000724727928172797,3.434251993894577e-09,0.0007453277939930558,0.0007453504949808121,-2.270098775625229e-08,0.0007002208731137216,0.000700239441357553,-1.8568243831396103e-08,6.826666666666667
8,5,150,0.000885666289832443,0.0008856432395987213,2.3050233721733093e-08,0.0006690527079626918,0.000669106375426054,-5.366746336221695e-08,0.0007569368463009596,0.0007569779409095645,-4.109460860490799e-08,0.0008202054887078702,0.0008201585151255131,4.69735823571682e-08,0.0008400212973356247,0.0008400622755289078,-4.0978193283081055e-08,0.0008000641828402877,0.0008000055095180869,5.8673322200775146e-08,6.826666666666667
8,4,150,0.0012693979078903794,0.0012693493627011776,4.854518920183182e-08,0.0009873108938336372,0.0009874309180304408,-1.200241968035698e-07,0.001091269077733159,0.001091120531782508,1.4854595065116882e-07,0.001210686401464045,0.0012106942012906075,-7.799826562404633e-09,0.0012282077223062515,0.0012281853705644608,2.2351741790771484e-08,0.0012143828207626939,0.0012143802596256137,2.561137080192566e-09,6.826666666666667
8,3,150,0.0025256979279220104,0.0025254618376493454,2.360902726650238e-07,0.0020433147437870502,0.0020438763312995434,-5.615875124931335e-07,0.0022559859789907932,0.0022564451210200787,-4.591420292854309e-07,0.002524932147935033,0.0025259011890739202,-9.690411388874054e-07,0.002600541338324547,0.002599980216473341,5.611218512058258e-07,0.002639404498040676,0.002640888560563326,-1.484062522649765e-06,6.826666666666667
8,2,150,0.003447094699367881,0.003447120077908039,-2.537854015827179e-08,0.002447334583848715,0.0024471613578498363,1.73225998878479e-07,0.0027201236225664616,0.0027200139593333006,1.096632331609726e-07,0.0031348250340670347,0.0031352832447737455,-4.5821070671081543e-07,0.0032157793175429106,0.003215897362679243,-1.180451363325119e-07,0.0033163069747388363,0.0033170960377901793,-7.890630513429642e-07,6.826666666666667
16,15,150,0.0007571636233478785,0.0007571636233478785,0.0,0.0005660293973051012,0.0005660288734361529,5.238689482212067e-10,0.0006493832916021347,0.0006493832916021347,0.0,0.0006945484201423824,0.0006945481873117387,2.3283064365386963e-10,0.0007140437955968082,0.0007140437373891473,5.820766091346741e-11,0.000669351196847856,0.0006693513132631779,-1.1641532182693481e-10,3.4133333333333336
16,14,150,0.0007571637979708612,0.0007571637979708612,0.0,0.0005647690850310028,0.0005647690850310028,0.0,0.0006493835826404393,0.0006493836408481002,-5.820766091346741e-11,0.0006932804244570434,0.0006932804244570434,0.0,0.0007140440866351128,0.0007140440866351128,0.0,0.0006668168934993446,0.0006668168352916837,5.820766091346741e-11,3.4133333333333336
16,13,150,0.000757165253162384,0.000757165253162384,0.0,0.000564770249184221,0.000564770249184221,0.0,0.0006493848050013185,0.0006493848050013185,0.0,0.0006932818214409053,0.0006932818214409053,0.0,0.0007140454836189747,0.0007140454836189747,0.0,0.0006668184651061893,0.0006668183486908674,1.1641532182693481e-10,3.4133333333333336
16,12,150,0.0007571711903437972,0.0007571710739284754,1.1641532182693481e-10,0.000564774964004755,0.000564774964004755,0.0,0.0006493897526524961,0.0006493896944448352,5.820766091346741e-11,0.0006932875839993358,0.0006932875839993358,0.0,0.000714051304385066,0.0007140512461774051,5.820766091346741e-11,0.0006668245187029243,0.0006668245187029243,0.0,3.4133333333333336
16,11,150,0.0007571945898234844,0.0007571945898234844,0.0,0.0005647941725328565,0.0005647940561175346,1.1641532182693481e-10,0.0006494092522189021,0.0006494092522189021,0.0,0.0006933106924407184,0.0006933106342330575,5.820766091346741e-11,0.0007140740635804832,0.0007140740635804832,0.0,0.0006668487912975252,0.0006668488495051861,-5.820766091346741e-11,3.4133333333333336
16,10,150,0.0007572891190648079,0.0007572888862341642,2.3283064365386963e-10,0.0005648701335303485,0.0005648700171150267,1.1641532182693481e-10,0.0006494876579381526,0.0006494876579381526,0.0,0.0006934023695066571,0.0006934026023373008,-2.3283064365386963e-10,0.0007141656242311001,0.0007141656242311001,0.0,0.0006669463473372161,0.0006669461727142334,1.7462298274040222e-10,3.4133333333333336
6,5,200,0.0005920723197050393,0.0005920333205722272,3.899913281202316e-08,0.0004636899975594133,0.0004637282690964639,-3.827153705060482e-08,0.0005166099290363491,0.0005166186019778252,-8.672941476106644e-09,0.0005573907983489335,0.0005573546513915062,3.614695742726326e-08,0.0005652225809171796,0.0005652105901390314,1.1990778148174286e-08,0.0005455759237520397,0.0005455001955851912,7.57281668484211e-08,6.826666666666667
6,4,200,0.0010427971137687564,0.0010426196968182921,1.7741695046424866e-07,0.0008371502044610679,0.0008372256415896118,-7.543712854385376e-08,0.0009109835955314338,0.0009107703226618469,2.1327286958694458e-07,0.0010109210852533579,0.0010110181756317616,-9.709037840366364e-08,0.0010193821508437395,0.0010194050846621394,-2.293381839990616e-08,0.0010195554932579398,0.001019516959786415,3.8533471524715424e-08,6.826666666666667
6,3,200,0.0025342111475765705,0.0025340616703033447,1.494772732257843e-07,0.00207425351254642,0.0020746313966810703,-3.778841346502304e-07,0.002286689355969429,0.0022870670072734356,-3.7765130400657654e-07,0.0025478913448750973,0.0025485442019999027,-6.528571248054504e-07,0.0026149589102715254,0.002613949356600642,1.0095536708831787e-06,0.002649209462106228,0.002650563372299075,-1.3539101928472519e-06,6.826666666666667
6,2,200,0.0034593797754496336,0.0034592822194099426,9.755603969097137e-08,0.0024515013210475445,0.002451391192153096,1.1012889444828033e-07,0.002726241946220398,0.0027261930517852306,4.889443516731262e-08,0.0031420732848346233,0.003142582718282938,-5.094334483146667e-07,0.0032244641333818436,0.0032245179172605276,-5.3783878684043884e-08,0.0033245012164115906,0.003325207158923149,-7.059425115585327e-07,6.826666666666667
6,1,200,0.0032667124178260565,0.0032667124178260565,0.0,0.0024483422748744488,0.0024483422748744488,0.0,0.0026424608658999205,0.0026424608658999205,0.0,0.003153843805193901,0.003153843805193901,0.0,0.0031458146404474974,0.0031458146404474974,0.0,0.003285939572378993,0.003285939572378993,0.0,6.826666666666667
8,7,200,0.000451408966910094,0.00045140483416616917,4.132743924856186e-09,0.0003497549914754927,0.00034975813468918204,-3.14321368932724e-09,0.0003978252352681011,0.00039782444946467876,7.8580342233181e-10,0.00041973902261815965,0.00041973599581979215,3.026798367500305e-09,0.0004278174601495266,0.00042781871161423624,-1.2514647096395493e-09,0.00040216080378741026,0.00040216086199507117,-5.820766091346741e-11,5.12
8,6,200,0.00047950103180482984,0.0004794809501618147,2.0081643015146255e-08,0.00037124200025573373,0.0003712403995450586,1.6007106751203537e-09,0.0004214039945509285,0.0004214093496557325,-5.3551048040390015e-09,0.00044568636803887784,0.00044569879537448287,-1.2427335605025291e-08,0.00045511763892136514,0.0004551130987238139,4.540197551250458e-09,0.00042833498446270823,0.00042834802297875285,-1.30385160446167e-08,5.12
8,5,200,0.0005920729599893093,0.0005920342518948019,3.8708094507455826e-08,0.0004625492147170007,0.0004625905421562493,-4.132743924856186e-08,0.0005166099290363491,0.0005166186019778252,-8.672941476106644e-09,0.0005563661106862128,0.0005563274607993662,3.864988684654236e-08,0.0005652225809171796,0.0005652105901390314,1.1990778148174286e-08,0.0005431270110420883,0.0005430620512925088,6.495974957942963e-08,5.12
8,4,200,0.0010427971137687564,0.0010426196968182921,1.7741695046424866e-07,0.0008371502044610679,0.0008372256415896118,-7.543712854385376e-08,0.0009109835955314338,0.0009107703226618469,2.1327286958694458e-07,0.0010109210852533579,0.0010110181756317616,-9.709037840366364e-08,0.0010193821508437395,0.0010194050846621394,-2.293381839990616e-08,0.0010195554932579398,0.001019516959786415,3.8533471524715424e-08,5.12
8,3,200,0.0025342111475765705,0.0025340616703033447,1.494772732257843e-07,0.00207425351254642,0.0020746313966810703,-3.778841346502304e-07,0.002286689355969429,0.0022870670072734356,-3.7765130400657654e-07,0.0025478913448750973,0.0025485442019999027,-6.528571248054504e-07,0.0026149589102715254,0.002613949356600642,1.0095536708831787e-06,0.002649209462106228,0.002650563372299075,-1.3539101928472519e-06,5.12
8,2,200,0.0034593797754496336,0.0034592822194099426,9.755603969097137e-08,0.0024515013210475445,0.002451391192153096,1.1012889444828033e-07,0.002726241946220398,0.0027261930517852306,4.889443516731262e-08,0.0031420732848346233,0.003142582718282938,-5.094334483146667e-07,0.0032244641333818436,0.0032245179172605276,-5.3783878684043884e-08,0.0033245012164115906,0.003325207158923149,-7.059425115585327e-07,5.12
16,15,200,0.0004420562763698399,0.000442056218162179,5.820766091346741e-11,0.0003421184082981199,0.0003421178553253412,5.529727786779404e-10,0.0003899599832948297,0.0003899599832948297,0.0,0.0004105351399630308,0.00041053490713238716,2.3283064365386963e-10,0.000418730778619647,0.000418730778619647,0.0,0.00039254987495951355,0.00039255002047866583,-1.4551915228366852e-10,2.56
16,14,200,0.000442056538304314,0.00044205645099282265,8.731149137020111e-11,0.0003408580960240215,0.0003408580960240215,0.0,0.00038996036164462566,0.0003899603325407952,2.9103830456733704e-11,0.0004092672315891832,0.00040926714427769184,8.731149137020111e-11,0.0004187312151771039,0.0004187311860732734,2.9103830456733704e-11,0.00039001571713015437,0.00039001571713015437,0.0,2.56
